																																										
General Info																																										
																																										
Run information																																										
593	G03	Unknown	AcetoPhAssay 23/96	0.614978	29.76	245	1																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.460633	29.9	265	1																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.657067	69.76	245	2																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.470679	69.89	265	2																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.700063	109.76	245	3																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.480812	109.89	265	3																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.744122	149.76	245	4																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.491048	149.89	265	4																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.787385	189.75	245	5																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.500849	189.89	265	5																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.830628	229.76	245	6																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.510457	229.89	265	6																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.875296	269.76	245	7																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.520554	269.89	265	7																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.919163	309.76	245	8																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.5303	309.9	265	8																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.963959	349.76	245	9																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.540235	349.89	265	9																																			
593	G03	Unknown	AcetoPhAssay 23/96	1.00839	389.76	245	10																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.550003	389.9	265	10																																			
593	G03	Unknown	AcetoPhAssay 23/96	1.05366	429.76	245	11																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.559968	429.9	265	11																																			
593	G03	Unknown	AcetoPhAssay 23/96	1.09819	469.76	245	12																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.569435	469.9	265	12																																			
593	G03	Unknown	AcetoPhAssay 23/96	1.14324	509.76	245	13																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.579216	509.89	265	13																																			
593	G03	Unknown	AcetoPhAssay 23/96	1.1869	549.76	245	14																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.588632	549.9	265	14																																			
593	G03	Unknown	AcetoPhAssay 23/96	1.23233	589.76	245	15																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.598276	589.9	265	15																																			
593	G03	Unknown	AcetoPhAssay 23/96	1.27498	629.76	245	16																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.607402	629.9	265	16																																			
593	G03	Unknown	AcetoPhAssay 23/96	1.31921	669.76	245	17																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.616712	669.9	265	17																																			
593	G03	Unknown	AcetoPhAssay 23/96	1.36378	709.76	245	18																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.626443	709.9	265	18																																			
593	G03	Unknown	AcetoPhAssay 23/96	1.40639	749.76	245	19																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.635226	749.9	265	19																																			
593	G03	Unknown	AcetoPhAssay 23/96	1.44927	789.76	245	20																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.644376	789.9	265	20																																			
593	G03	Unknown	AcetoPhAssay 23/96	1.48963	829.76	245	21																																			
593	G03	Unknown	AcetoPhAssay 23/96	0.65265	829.9	265	21																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.627118	37.4	245	1																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.465228	37.54	265	1																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.663381	77.4	245	2																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.47316	77.54	265	2																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.702828	117.4	245	3																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.482304	117.53	265	3																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.742819	157.4	245	4																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.491398	157.53	265	4																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.782923	197.4	245	5																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.500286	197.53	265	5																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.824672	237.4	245	6																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.509695	237.53	265	6																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.867338	277.4	245	7																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.519087	277.54	265	7																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.909809	317.4	245	8																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.528499	317.54	265	8																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.952345	357.4	245	9																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.5377	357.54	265	9																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.994965	397.4	245	10																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.546789	397.54	265	10																																			
593	H03	Unknown	AcetoPhAssay 24/96	1.03755	437.4	245	11																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.556032	437.54	265	11																																			
593	H03	Unknown	AcetoPhAssay 24/96	1.08052	477.4	245	12																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.565396	477.54	265	12																																			
593	H03	Unknown	AcetoPhAssay 24/96	1.12295	517.4	245	13																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.57445	517.54	265	13																																			
593	H03	Unknown	AcetoPhAssay 24/96	1.16479	557.4	245	14																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.58336	557.54	265	14																																			
593	H03	Unknown	AcetoPhAssay 24/96	1.20652	597.4	245	15																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.592442	597.54	265	15																																			
593	H03	Unknown	AcetoPhAssay 24/96	1.24821	637.4	245	16																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.601219	637.54	265	16																																			
593	H03	Unknown	AcetoPhAssay 24/96	1.29029	677.4	245	17																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.610277	677.54	265	17																																			
593	H03	Unknown	AcetoPhAssay 24/96	1.33476	717.4	245	18																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.619886	717.54	265	18																																			
593	H03	Unknown	AcetoPhAssay 24/96	1.38064	757.4	245	19																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.629646	757.54	265	19																																			
593	H03	Unknown	AcetoPhAssay 24/96	1.42649	797.4	245	20																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.639602	797.54	265	20																																			
593	H03	Unknown	AcetoPhAssay 24/96	1.47158	837.4	245	21																																			
593	H03	Unknown	AcetoPhAssay 24/96	0.649024	837.54	265	21																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.675287	41.2	245	2																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.497553	41.34	265	2																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.719139	81.2	245	3																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.507628	81.34	265	3																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.772267	121.2	245	4																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.520518	121.34	265	4																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.825756	161.2	245	5																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.532962	161.34	265	5																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.875501	201.2	245	6																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.544073	201.34	265	6																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.924939	241.2	245	7																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.555076	241.34	265	7																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.973349	281.2	245	8																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.565708	281.34	265	8																																			
593	A04	Unknown	AcetoPhAssay 25/96	1.02267	321.2	245	9																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.576682	321.34	265	9																																			
593	A04	Unknown	AcetoPhAssay 25/96	1.07183	361.2	245	10																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.587305	361.34	265	10																																			
593	A04	Unknown	AcetoPhAssay 25/96	1.12137	401.2	245	11																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.598383	401.34	265	11																																			
593	A04	Unknown	AcetoPhAssay 25/96	1.17122	441.2	245	12																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.609149	441.34	265	12																																			
593	A04	Unknown	AcetoPhAssay 25/96	1.21943	481.2	245	13																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.6197	481.34	265	13																																			
593	A04	Unknown	AcetoPhAssay 25/96	1.26903	521.2	245	14																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.630482	521.34	265	14																																			
593	A04	Unknown	AcetoPhAssay 25/96	1.31666	561.2	245	15																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.640836	561.34	265	15																																			
593	A04	Unknown	AcetoPhAssay 25/96	1.36598	601.2	245	16																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.651804	601.34	265	16																																			
593	A04	Unknown	AcetoPhAssay 25/96	1.41405	641.2	245	17																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.662037	641.34	265	17																																			
593	A04	Unknown	AcetoPhAssay 25/96	1.46099	681.2	245	18																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.671918	681.34	265	18																																			
593	A04	Unknown	AcetoPhAssay 25/96	1.50627	721.2	245	19																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.681303	721.34	265	19																																			
593	A04	Unknown	AcetoPhAssay 25/96	1.55204	761.2	245	20																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.69113	761.34	265	20																																			
593	A04	Unknown	AcetoPhAssay 25/96	1.59893	801.2	245	21																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.700847	801.34	265	21																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.634046	1.21	245	1																																			
593	A04	Unknown	AcetoPhAssay 25/96	0.488058	1.35	265	1																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.617944	8.04	245	1																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.473531	8.18	265	1																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.660445	48.04	245	2																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.483894	48.18	265	2																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.702388	88.04	245	3																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.493591	88.18	265	3																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.74484	128.04	245	4																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.50333	128.18	265	4																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.789409	168.04	245	5																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.513451	168.18	265	5																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.834411	208.04	245	6																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.523674	208.18	265	6																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.87959	248.04	245	7																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.533814	248.18	265	7																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.925073	288.04	245	8																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.543801	288.18	265	8																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.971173	328.04	245	9																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.554068	328.18	265	9																																			
593	B04	Unknown	AcetoPhAssay 26/96	1.01795	368.04	245	10																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.564395	368.18	265	10																																			
593	B04	Unknown	AcetoPhAssay 26/96	1.06506	408.04	245	11																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.574772	408.18	265	11																																			
593	B04	Unknown	AcetoPhAssay 26/96	1.11284	448.04	245	12																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.585223	448.18	265	12																																			
593	B04	Unknown	AcetoPhAssay 26/96	1.16063	488.04	245	13																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.595741	488.18	265	13																																			
593	B04	Unknown	AcetoPhAssay 26/96	1.20899	528.04	245	14																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.606317	528.18	265	14																																			
593	B04	Unknown	AcetoPhAssay 26/96	1.25716	568.04	245	15																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.616823	568.18	265	15																																			
593	B04	Unknown	AcetoPhAssay 26/96	1.30493	608.04	245	16																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.627194	608.18	265	16																																			
593	B04	Unknown	AcetoPhAssay 26/96	1.35265	648.04	245	17																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.637653	648.18	265	17																																			
593	B04	Unknown	AcetoPhAssay 26/96	1.4005	688.04	245	18																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.647871	688.18	265	18																																			
593	B04	Unknown	AcetoPhAssay 26/96	1.448	728.04	245	19																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.658209	728.18	265	19																																			
593	B04	Unknown	AcetoPhAssay 26/96	1.49514	768.04	245	20																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.668228	768.18	265	20																																			
593	B04	Unknown	AcetoPhAssay 26/96	1.5418	808.04	245	21																																			
593	B04	Unknown	AcetoPhAssay 26/96	0.678195	808.18	265	21																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.58882	10.86	245	1																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.458048	11	265	1																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.628123	50.85	245	2																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.467836	50.99	265	2																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.665813	90.85	245	3																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.476857	90.99	265	3																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.707045	130.85	245	4																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.486541	130.99	265	4																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.746438	170.85	245	5																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.495564	170.99	265	5																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.78625	210.85	245	6																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.504539	210.99	265	6																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.825323	250.85	245	7																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.513185	250.99	265	7																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.8649	290.86	245	8																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.521829	290.99	265	8																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.904669	330.86	245	9																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.530623	330.99	265	9																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.944893	370.85	245	10																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.539464	370.99	265	10																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.984978	410.85	245	11																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.548192	410.99	265	11																																			
593	C04	Unknown	AcetoPhAssay 27/96	1.02596	450.85	245	12																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.55711	450.99	265	12																																			
593	C04	Unknown	AcetoPhAssay 27/96	1.06719	490.86	245	13																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.566096	490.99	265	13																																			
593	C04	Unknown	AcetoPhAssay 27/96	1.10864	530.86	245	14																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.575059	530.99	265	14																																			
593	C04	Unknown	AcetoPhAssay 27/96	1.1496	570.86	245	15																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.583852	570.99	265	15																																			
593	C04	Unknown	AcetoPhAssay 27/96	1.19035	610.86	245	16																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.592715	610.99	265	16																																			
593	C04	Unknown	AcetoPhAssay 27/96	1.23103	650.86	245	17																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.60144	650.99	265	17																																			
593	C04	Unknown	AcetoPhAssay 27/96	1.27232	690.86	245	18																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.610173	690.99	265	18																																			
593	C04	Unknown	AcetoPhAssay 27/96	1.31261	730.86	245	19																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.618805	730.99	265	19																																			
593	C04	Unknown	AcetoPhAssay 27/96	1.35244	770.86	245	20																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.627309	770.99	265	20																																			
593	C04	Unknown	AcetoPhAssay 27/96	1.39231	810.85	245	21																																			
593	C04	Unknown	AcetoPhAssay 27/96	0.635678	810.99	265	21																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.58941	17.7	245	1																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.453102	17.83	265	1																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.625316	57.69	245	2																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.461794	57.83	265	2																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.662831	97.69	245	3																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.470631	97.83	265	3																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.701155	137.69	245	4																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.479553	137.83	265	4																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.739963	177.69	245	5																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.488499	177.83	265	5																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.778673	217.69	245	6																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.497287	217.83	265	6																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.817933	257.69	245	7																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.506093	257.83	265	7																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.857394	297.69	245	8																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.514912	297.83	265	8																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.897738	337.69	245	9																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.52384	337.83	265	9																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.937739	377.69	245	10																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.532623	377.83	265	10																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.978538	417.69	245	11																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.541797	417.83	265	11																																			
593	D04	Unknown	AcetoPhAssay 28/96	1.0196	457.69	245	12																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.55081	457.83	265	12																																			
593	D04	Unknown	AcetoPhAssay 28/96	1.06027	497.69	245	13																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.55979	497.83	265	13																																			
593	D04	Unknown	AcetoPhAssay 28/96	1.10188	537.69	245	14																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.568926	537.83	265	14																																			
593	D04	Unknown	AcetoPhAssay 28/96	1.1423	577.69	245	15																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.577666	577.83	265	15																																			
593	D04	Unknown	AcetoPhAssay 28/96	1.18343	617.69	245	16																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.586635	617.83	265	16																																			
593	D04	Unknown	AcetoPhAssay 28/96	1.2243	657.69	245	17																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.595512	657.83	265	17																																			
593	D04	Unknown	AcetoPhAssay 28/96	1.26528	697.69	245	18																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.604334	697.83	265	18																																			
593	D04	Unknown	AcetoPhAssay 28/96	1.30579	737.69	245	19																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.613146	737.83	265	19																																			
593	D04	Unknown	AcetoPhAssay 28/96	1.34563	777.69	245	20																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.621654	777.83	265	20																																			
593	D04	Unknown	AcetoPhAssay 28/96	1.38658	817.69	245	21																																			
593	D04	Unknown	AcetoPhAssay 28/96	0.63052	817.83	265	21																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.581643	20.51	245	1																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.448403	20.65	265	1																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.614755	60.51	245	2																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.45668	60.64	265	2																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.646394	100.51	245	3																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.463828	100.64	265	3																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.680172	140.51	245	4																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.471663	140.64	265	4																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.713762	180.51	245	5																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.479277	180.64	265	5																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.74705	220.51	245	6																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.486593	220.64	265	6																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.781126	260.51	245	7																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.494111	260.64	265	7																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.815823	300.51	245	8																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.501799	300.65	265	8																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.85122	340.51	245	9																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.50981	340.65	265	9																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.886808	380.51	245	10																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.517227	380.65	265	10																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.922553	420.51	245	11																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.525163	420.64	265	11																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.959047	460.51	245	12																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.533046	460.65	265	12																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.995102	500.51	245	13																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.540867	500.65	265	13																																			
593	E04	Unknown	AcetoPhAssay 29/96	1.03186	540.51	245	14																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.549035	540.65	265	14																																			
593	E04	Unknown	AcetoPhAssay 29/96	1.06858	580.51	245	15																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.556662	580.65	265	15																																			
593	E04	Unknown	AcetoPhAssay 29/96	1.10436	620.51	245	16																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.564388	620.65	265	16																																			
593	E04	Unknown	AcetoPhAssay 29/96	1.14163	660.51	245	17																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.572355	660.65	265	17																																			
593	E04	Unknown	AcetoPhAssay 29/96	1.17751	700.51	245	18																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.580024	700.65	265	18																																			
593	E04	Unknown	AcetoPhAssay 29/96	1.21383	740.51	245	19																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.587724	740.65	265	19																																			
593	E04	Unknown	AcetoPhAssay 29/96	1.2497	780.51	245	20																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.595317	780.65	265	20																																			
593	E04	Unknown	AcetoPhAssay 29/96	1.28599	820.51	245	21																																			
593	E04	Unknown	AcetoPhAssay 29/96	0.603021	820.64	265	21																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.599285	9.65	245	1																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.462934	9.79	265	1																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.639301	49.65	245	2																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.472628	49.79	265	2																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.675036	89.65	245	3																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.480425	89.79	265	3																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.710508	129.65	245	4																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.488292	129.79	265	4																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.747439	169.65	245	5																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.496332	169.79	265	5																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.784128	209.65	245	6																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.504396	209.79	265	6																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.821259	249.65	245	7																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.512484	249.79	265	7																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.859079	289.65	245	8																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.520868	289.79	265	8																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.898329	329.65	245	9																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.529275	329.79	265	9																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.936603	369.65	245	10																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.537737	369.79	265	10																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.975741	409.65	245	11																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.546274	409.79	265	11																																			
593	C01	Unknown	AcetoPhAssay 3/96	1.01571	449.65	245	12																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.554821	449.79	265	12																																			
593	C01	Unknown	AcetoPhAssay 3/96	1.05572	489.65	245	13																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.56359	489.79	265	13																																			
593	C01	Unknown	AcetoPhAssay 3/96	1.09486	529.65	245	14																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.572317	529.79	265	14																																			
593	C01	Unknown	AcetoPhAssay 3/96	1.13455	569.65	245	15																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.580556	569.79	265	15																																			
593	C01	Unknown	AcetoPhAssay 3/96	1.17329	609.65	245	16																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.588993	609.79	265	16																																			
593	C01	Unknown	AcetoPhAssay 3/96	1.21309	649.65	245	17																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.597346	649.79	265	17																																			
593	C01	Unknown	AcetoPhAssay 3/96	1.25253	689.65	245	18																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.605721	689.79	265	18																																			
593	C01	Unknown	AcetoPhAssay 3/96	1.29269	729.65	245	19																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.614516	729.79	265	19																																			
593	C01	Unknown	AcetoPhAssay 3/96	1.33553	769.65	245	20																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.62357	769.79	265	20																																			
593	C01	Unknown	AcetoPhAssay 3/96	1.37898	809.65	245	21																																			
593	C01	Unknown	AcetoPhAssay 3/96	0.632815	809.79	265	21																																			
593	F04	Unknown	AcetoPhAssay 30/96	0.608998	27.35	245	1																																			
593	F04	Unknown	AcetoPhAssay 30/96	0.456029	27.49	265	1																																			
593	F04	Unknown	AcetoPhAssay 30/96	0.647001	67.34	245	2																																			
593	F04	Unknown	AcetoPhAssay 30/96	0.464808	67.48	265	2																																			
593	F04	Unknown	AcetoPhAssay 30/96	0.684976	107.34	245	3																																			
593	F04	Unknown	AcetoPhAssay 30/96	0.473756	107.48	265	3																																			
593	F04	Unknown	AcetoPhAssay 30/96	0.722023	147.34	245	4																																			
593	F04	Unknown	AcetoPhAssay 30/96	0.481931	147.48	265	4																																			
593	F04	Unknown	AcetoPhAssay 30/96	0.761175	187.34	245	5																																			
593	F04	Unknown	AcetoPhAssay 30/96	0.490991	187.48	265	5																																			
593	F04	Unknown	AcetoPhAssay 30/96	0.800306	227.34	245	6																																			
593	F04	Unknown	AcetoPhAssay 30/96	0.499858	227.48	265	6																																			
593	F04	Unknown	AcetoPhAssay 30/96	0.841113	267.34	245	7																																			
